element,image
9_24_5_0,0_17_4
9_24_9,0_17_8
9_24_10_0,0_17_9
9_25_3,0_18_2
9_25_5_1,0_18_4
9_25_8,0_18_7
9_25_11_0,0_18_10
9_26_4_2,0_19_3
9_26_10,0_19_9
9_27_5_1,0_20_4
9_28_4,0_21_3
9_28_6_0,0_21_5
9_29_4,0_22_3
9_29_5_1,0_22_4
9_29_9_0,0_22_8
9_30_5_0,0_23_4_1
9_30_6,0_23_5
9_30_8,0_23_7
9_30_10_0,0_23_9
9_31_6_0,0_24_5
9_31_11,0_24_10
9_31_12,0_24_11
9_31_13_1,0_24_12
9_32_9_0,0_25_8
9_32_13,0_25_12
9_32_14_0,0_25_13
9_33_7_0,0_26_6
9_33_8,0_26_7
9_33_12,0_26_11
9_33_15_0,0_26_14
9_34_14,0_27_13
9_35_9_0,0_28_8
9_36_8,0_29_7
9_37_7_1,0_30_6
9_37_13_0,0_30_12
9_38_4,0_31_3
9_38_6_1,0_31_5_1
9_38_6_3,0_31_5_0
9_38_9_0,0_31_8
9_38_12,0_31_11
9_38_14_0,0_31_13
9_39_5_1,0_32_4
9_39_7_1,0_32_6
9_39_8,0_32_7
9_39_15,0_32_14
9_39_16,0_32_15
9_39_17_1,0_32_16
9_40_5,0_33_4_1
9_40_8_0,0_33_7
9_40_13_0,0_33_12
9_40_17,0_33_16
9_40_18_0,0_33_17
9_41_7_1,0_34_6
9_41_9,0_34_8
9_41_12,0_34_11
9_41_16,0_34_15
9_41_19_0,0_34_18
9_42_6_1,0_35_5
9_42_8_1,0_35_7
9_42_18,0_35_17
9_43_7_2,0_36_6
9_43_13_0,0_36_12
9_44_6,0_37_5
9_44_8_0,0_37_7
9_44_9,0_37_8
9_44_12,0_37_11
9_45_7_0,0_38_6_0
9_45_7_2,0_38_6_1
3_44_22,0_43_21
3_44_23,0_43_22
3_45_11,0_44_10
9_45_11,0_38_10
3_45_14,0_44_13
11_48_16_0,0_39_15
11_49_5_0,0_40_4_0 + 0_40_4_2
11_49_5_1,0_40_4_1
11_49_6_0,0_40_5_0
11_49_6_1,0_40_5_1
11_49_8,0_40_7
11_49_12,0_40_11
11_49_15_0,0_40_14
11_50_4,0_41_3
11_50_5,0_41_4
11_50_6_0,0_41_5
11_50_7_0,0_41_6_0
11_50_11_0,0_41_10_0
11_50_11_1,0_41_10_1
11_50_19_0,0_41_18
3_45_17,0_44_16
3_45_24,0_44_23
3_46_11,0_45_10
9_45_17_0,0_38_16
9_46_6,0_39_5_1
9_46_7,0_39_6
9_46_8,0_39_7
9_46_10_0,0_39_9_1
9_46_10_1,0_39_9_0
9_46_13_0,0_39_12
9_46_16,0_39_15
9_46_18_0,0_39_17
9_47_5,0_40_4_1
9_47_8_1,0_40_7
9_47_9,0_40_8
9_47_11,0_40_10
9_47_12,0_40_11
9_47_19,0_40_18
9_47_20,0_40_19
9_47_21_1,0_40_20
9_48_4,0_41_3
9_48_7_1,0_41_6_0
9_48_8_0,0_41_7
9_48_11,0_41_10_1
9_48_17_0,0_41_16
9_48_21,0_41_20
9_48_22_0,0_41_21
9_49_6,0_42_5
9_49_7,0_42_6
9_49_10,0_42_9
9_49_13,0_42_12
3_48_14_1,0_47_13_0
15_55_23,0_42_22
15_56_9_0,0_43_8
15_56_12_0,0_43_11
3_48_17,0_47_16
11_50_20_0,0_41_19
11_50_21_0,0_41_20
11_51_6_1,0_42_5
11_51_7_0,0_42_6
11_51_8_0,0_42_7
11_51_10,0_42_9
11_51_12_0,0_42_11
11_51_16_0,0_42_15
11_51_20,0_42_19
11_51_21,0_42_20
11_52_9_0,0_43_8
11_52_12,0_43_11
11_52_15,0_43_14
11_52_22_0,0_43_21
11_52_23,0_43_22
11_53_11,0_44_10
11_53_14,0_44_13
11_53_24,0_44_23
11_54_4,0_45_3
11_54_6_1,0_45_5_0
11_54_13,0_45_12
11_54_16_0,0_45_15
3_46_13,0_45_12
3_46_16,0_45_15
3_46_19,0_45_18
3_47_12,0_46_11
3_47_13,0_46_12
15_55_7_0,0_42_6
15_55_8_1,0_42_7
15_55_10,0_42_9
15_55_12_0,0_42_11
41_53_5_0,0_14_4
41_54_4,0_15_3
41_54_6_0,0_15_5
41_55_3,0_16_2
41_55_7_0,0_16_6
41_55_8,0_16_7
41_56_4_0,0_17_3
41_56_5,0_17_4
41_56_9_0,0_17_8
41_56_10_0,0_17_9
41_57_3,0_18_2
41_57_5_1,0_18_4
41_57_11_0,0_18_10
41_58_4_1,0_19_3
41_58_10,0_19_9
41_59_5_1,0_20_4
41_60_4,0_21_3
41_60_6_0,0_21_5
41_61_4_1,0_22_3
41_61_5_0,0_22_4
41_61_9_0,0_22_8
41_62_5_0,0_23_4_1
41_62_6_1,0_23_5
41_62_10_0,0_23_9
41_63_6_0,0_24_5
41_63_11_0,0_24_10
41_63_12,0_24_11
5_63_13_1,0_60_12_0
5_63_16_0,0_60_15
5_64_10,0_61_9_0
5_64_12_1,0_61_11_1
5_64_15_0,0_61_14_1
5_64_15_1,0_61_14_0
5_65_11_0,0_62_10_0
5_65_11_1,0_62_10_1
15_54_17_0,0_41_16
15_54_19_0,0_41_18
15_55_6_3,0_42_5
13_53_10_0,0_42_9
13_53_13_1,0_42_12
5_45_20,0_42_19
5_45_23,0_42_22
5_46_12,0_43_11
5_46_15,0_43_14
5_46_18,0_43_17
5_46_22,0_43_21
5_47_11,0_44_10
5_47_14,0_44_13
5_47_17,0_44_16
5_47_24,0_44_23
5_48_10,0_45_9
5_48_13,0_45_12
5_48_16,0_45_15
41_63_13,0_24_12
41_64_9_0,0_25_8
41_64_13,0_25_12
41_64_14_0,0_25_13
41_65_7_0,0_26_6
41_65_8_0,0_26_7
41_67_9_0,0_28_8
41_68_8_0,0_29_7
41_70_4_0,0_31_3
41_70_6_0,0_31_5_1
41_70_9_0,0_31_8
41_71_3,0_32_2
41_71_7_1,0_32_6
41_71_8,0_32_7
41_72_4_0,0_33_3
41_73_3,0_34_2
43_44_3,0_3_2
43_45_4_0,0_4_3
43_50_4_0,0_9_3_0 + 0_9_3_1
43_50_5,0_9_4
43_51_4,0_10_3
43_51_5_0,0_10_4
43_52_6_0,0_11_5
43_52_7,0_11_6
43_53_8,0_12_7
43_55_3,0_14_2
43_58_7_0,0_17_6
43_58_8_0,0_17_7
43_58_9,0_17_8
43_59_4,0_18_3
43_59_8,0_18_7
43_59_9,0_18_8
43_60_5,0_19_4
43_60_10_0,0_19_9
43_60_11_0,0_19_10
43_61_12_0,0_20_11
43_62_4_1,0_21_3
43_64_8_0,0_23_7
43_65_5_0,0_24_4
43_65_6_0,0_24_5
43_65_7_1,0_24_6
43_66_6_0,0_25_5
43_66_11_0,0_25_10
43_66_12_0,0_25_11
43_66_13,0_25_12
43_67_7_0,0_26_6
43_67_8_0,0_26_7
43_67_12_0,0_26_11
43_68_7_1,0_27_6
43_70_8_0,0_29_7
43_74_5,0_33_4_1
43_75_4,0_34_3
45_44_2,0_1_1
45_45_3_0,0_2_2
45_50_3,0_7_2
45_51_3,0_8_2
45_51_4,0_8_3
45_52_4,0_9_3_1
45_52_5_0,0_9_4
45_52_6_0,0_9_5
45_53_4,0_10_3
45_53_7_0,0_10_6
45_57_3,0_14_2
45_58_6_0,0_15_5
45_58_7_0,0_15_6
45_59_3,0_16_2
45_59_7,0_16_6
45_59_8,0_16_7
45_60_4,0_17_3
45_60_9_0,0_17_8
45_60_10_0,0_17_9
45_61_8_0,0_18_7
45_61_11_0,0_18_10
21_59_15,0_40_14
45_63_12,0_20_11
45_64_4_0,0_21_3
45_64_6_0,0_21_5
45_64_7_0,0_21_6
45_65_4_0,0_22_3
45_65_6_1,0_22_5
45_66_5_0,0_23_4_1
45_66_5_1,0_23_4_0
45_66_10_0,0_23_9
45_66_11_0,0_23_10
45_67_6_0,0_24_5
45_67_7_0,0_24_6
45_67_11_0,0_24_10
45_67_12_0,0_24_11
45_69_7_0,0_26_6
45_70_7_0,0_27_6
45_74_4,0_31_3
45_75_3,0_32_2
47_48_3,0_3_2
47_49_4,0_4_3
47_51_3,0_6_2
39_54_5,0_17_4
39_54_7_0,0_17_6
39_55_4,0_18_3
39_55_5,0_18_4
39_55_8,0_18_7
39_55_9,0_18_8
39_56_4,0_19_3
39_56_5,0_19_4
39_56_6,0_19_5
39_56_10_0,0_19_9
39_56_11_0,0_19_10
39_57_4_1,0_20_3
39_57_12_0,0_20_11
39_58_4,0_21_3
39_58_6_0,0_21_5
39_59_5,0_22_4
39_59_6,0_22_5
39_60_5,0_23_4_0 + 0_23_4_1
39_60_6,0_23_5
39_61_5_1,0_24_4
39_61_6_2,0_24_5
39_61_10_0,0_24_9
39_61_11_0,0_24_10
39_62_6_0,0_25_5
39_62_11_0,0_25_10
39_63_7_0,0_26_6
39_63_12,0_26_11
39_63_13,0_26_12
7_59_13_0,0_54_12
7_59_16_0,0_54_15
7_59_19,0_54_18
7_60_7_4,0_55_6
7_60_8_2,0_55_7
7_60_11_0,0_55_10
7_60_12_0,0_55_11_1
7_60_12_1,0_55_11_0
7_60_13,0_55_12_1
7_60_15_0,0_55_14
7_60_18_0,0_55_17_0
7_61_8_0,0_56_7
7_61_10_2,0_56_9
7_61_11_1,0_56_10_0
7_61_13_0,0_56_12
7_61_14_0,0_56_13
7_61_17_0,0_56_16
7_62_9_0,0_57_8
7_62_10_1,0_57_9
7_62_11_1,0_57_10
3_47_15,0_46_14
3_47_18,0_46_17
39_63_14,0_26_13
7_62_12_0,0_57_11
7_62_13_0,0_57_12
7_62_14,0_57_13_0
7_62_16_0,0_57_15
7_63_11_0,0_58_10
13_53_20_0,0_42_19
13_53_23,0_42_22
13_54_9_1,0_43_8
13_54_12_1,0_43_11
13_54_15_0,0_43_14
13_51_15_0,0_40_14
13_51_19,0_40_18
13_51_20,0_40_19
13_52_4,0_41_3
13_52_5_1,0_41_4
13_52_7_1,0_41_6_0
13_52_8_0,0_41_7
13_52_11_0,0_41_10_1
13_52_14_0,0_41_13
13_52_21_0,0_41_20
13_52_22_0,0_41_21
13_53_6_1,0_42_5
5_51_24,0_48_23
5_51_25,0_48_24
5_52_5,0_49_4
5_52_10_1,0_49_9_0
5_52_12,0_49_11
5_52_15,0_49_14_1
37_63_16_1,0_28_15
3_54_20,0_53_19
5_52_18,0_49_17
7_63_12_2,0_58_11
7_63_15_0,0_58_14
7_64_14_0,0_59_13
7_65_10,0_60_9
7_65_12_1,0_60_11
7_65_13_0,0_60_12_1
7_65_13_1,0_60_12_0
7_66_7_1,0_61_6_1
7_66_7_2,0_61_6_1 + 0_61_6_0
37_64_11,0_29_10
37_65_10_0,0_30_9
37_66_4,0_31_3
37_67_3,0_32_2
37_67_7_1,0_32_6
37_67_11_0,0_32_10
37_68_4_0,0_33_3
37_68_5_0,0_33_4_1
37_68_8_0,0_33_7
37_68_10_0,0_33_9
37_70_7_0,0_35_6
37_73_4,0_38_3
37_74_4,0_39_3
37_74_5,0_39_4_1
39_40_3,0_3_2
39_41_4_0,0_4_3
39_43_3,0_6_2
39_46_4_0,0_9_3_1
39_47_4,0_10_3
39_47_5_0,0_10_4
39_48_6_0,0_11_5
39_48_7_0,0_11_6
39_49_8,0_12_7
39_53_6,0_16_5
39_53_7_0,0_16_6
7_66_10_1,0_61_9_0 + 0_61_9_1
7_66_12_0,0_61_11_0
7_66_12_1,0_61_11_1
7_67_7_1,0_62_6
7_67_9_0,0_62_8_0
7_67_9_1,0_62_8_1
7_67_11_2,0_62_10_1 + 0_62_10_0
7_48_18,0_43_17
7_48_22_0,0_43_21
7_48_23_0,0_43_22
7_49_11_0,0_44_10
7_49_14_0,0_44_13
7_49_17,0_44_16
7_49_24_0,0_44_23
7_50_6,0_45_5_0
7_50_10,0_45_9
7_50_13_0,0_45_12
7_50_16,0_45_15
7_50_19,0_45_18
7_51_6,0_46_5
7_51_9,0_46_8
7_51_12_0,0_46_11
15_61_8_1,0_48_7_1
15_61_9_0,0_48_8_0
15_61_9_2,0_48_8_1
15_61_10_2,0_48_9
15_61_13_0,0_48_12
39_63_15_1,0_26_14
7_51_15,0_46_14
7_51_18,0_46_17
7_52_6,0_47_5
7_52_7,0_47_6
7_52_8_1,0_47_7_1
7_52_8_2,0_47_7_0
7_52_9_0,0_47_8_0
7_52_9_1,0_47_8_1
7_52_11_0,0_47_10
39_64_10_0,0_27_9
39_64_14_0,0_27_13
39_64_15_0,0_27_14
39_65_9_0,0_28_8
39_67_10_0,0_30_9
39_68_9_0,0_31_8
39_69_4,0_32_3
39_69_6_0,0_32_5
39_70_5_0,0_33_4_1
39_70_8_0,0_33_7
39_71_4,0_34_3
39_71_6_1,0_34_5
39_71_7_0,0_34_6
39_71_8,0_34_7
39_72_5_0,0_35_4
39_72_6,0_35_5
39_72_7_1,0_35_6
39_73_6_1,0_36_5
39_74_4,0_37_3
41_40_2,0_1_1
41_41_3_0,0_2_2
41_42_2,0_3_1
41_45_3_0,0_6_2
41_47_3_0,0_8_2
41_47_4,0_8_3
41_48_4_0,0_9_3_1
41_48_5_0,0_9_4
41_48_6_0,0_9_5
41_49_7,0_10_6
41_50_6_0,0_11_5
5_57_9_1,0_54_8
5_57_11_2,0_54_10
5_57_12_0,0_54_11
5_57_13,0_54_12
5_57_16,0_54_15
17_59_17,0_44_16
3_51_27,0_50_26
3_52_13,0_51_12
3_52_14,0_51_13
3_52_16,0_51_15
3_52_19,0_51_18
3_52_22,0_51_21
7_67_11_3,0_62_10_2 + 0_62_10_0
7_67_12_0,0_62_11
7_68_6_1,0_63_5_0
7_68_7_1,0_63_6_0
7_68_9_3,0_63_8_0
5_65_14_0,0_62_13_1
13_54_18,0_43_17
13_55_11_0,0_44_10
13_55_14_0,0_44_13
15_56_18_0,0_43_17
15_56_22,0_43_21
15_56_23,0_43_22
15_57_11_0,0_44_10
15_57_14,0_44_13
13_55_24,0_44_23
13_56_4,0_45_3
13_56_6_0,0_45_5_0
13_56_10_0,0_45_9
13_56_13_0,0_45_12
15_57_17,0_44_16
15_58_13,0_45_12
15_59_6,0_46_5
15_59_12_0,0_46_11
5_65_14_1,0_62_13_0
5_66_11,0_63_10_1
5_66_12,0_63_11
15_59_18,0_46_17
15_60_6_0,0_47_5
15_60_7_1,0_47_6
15_60_8_0,0_47_7_1
15_60_9_1,0_47_8_0
15_60_9_3,0_47_8_1
15_60_11_0,0_47_10
3_47_21,0_46_20
3_48_9,0_47_8_1
3_48_11,0_47_10
3_48_12,0_47_11
5_48_19,0_45_18
5_49_8,0_46_7_1
5_49_9,0_46_8
5_49_12,0_46_11
7_68_11_0,0_63_10_1
7_68_11_2,0_63_10_0
7_69_6,0_64_5
7_69_7_0,0_64_6_1
7_69_7_1,0_64_6_0
7_69_8_2,0_64_7_1
7_69_10_1,0_64_9_1
7_70_7_3,0_65_6
7_70_8_1,0_65_7_1
7_70_8_2,0_65_7_0
7_70_9_1,0_65_8_0
7_70_9_2,0_65_8_0
7_71_7_2,0_66_6_0
7_71_8_5,0_66_7_0
9_55_10_1,0_48_9
9_55_13,0_48_12
9_55_15,0_48_14
9_55_16,0_48_15
9_55_23,0_48_22
9_55_24,0_48_23
9_56_5_1,0_49_4
9_56_6_1,0_49_5
9_56_10_2,0_49_9_1
9_56_12_0,0_49_11
9_56_15,0_49_14_1
5_49_15_0,0_46_14
3_52_26,0_51_25
3_52_27,0_51_26
3_53_8,0_52_7
3_53_9,0_52_8_0
3_53_12,0_52_11
3_53_13,0_52_12
3_53_15,0_52_14
3_53_18,0_52_17
17_57_16,0_42_15
11_57_8_0,0_48_7_0
11_57_9_0,0_48_8_0
11_57_9_1,0_48_8_1
11_57_10_1,0_48_9
11_57_13,0_48_12
11_57_16,0_48_15
11_57_19_0,0_48_18
11_58_10_0,0_49_9_0
11_58_10_1,0_49_9_1
11_58_12,0_49_11
11_58_15_0,0_49_14_0
11_58_15_1,0_49_14_1
11_59_7_1,0_50_6_0
11_59_14,0_50_13
11_59_16_0,0_50_15
11_59_20_0,0_50_19
11_60_13_0,0_51_12
11_60_16,0_51_15
9_49_16,0_42_15
9_49_20,0_42_19
9_49_23_0,0_42_22
9_50_12,0_43_11
11_60_19,0_51_18
11_61_7_0,0_52_6
11_61_8_1,0_52_7
11_61_10_0,0_52_9
11_61_12_0,0_52_11
11_61_15,0_52_14
9_50_22,0_43_21
9_51_5,0_44_4
9_51_11,0_44_10
5_49_18,0_46_17
5_49_21,0_46_20
5_50_9_0,0_47_8_1
5_50_9_1,0_47_8_2
5_50_11,0_47_10
5_50_14_0,0_47_13_0
13_56_19_0,0_45_18
13_57_7_1,0_46_6
13_57_8_0,0_46_7_1
13_57_8_1,0_46_7_0
13_57_9_2,0_46_8
13_57_12_0,0_46_11
13_57_15_0,0_46_14
9_58_13,0_51_12
9_51_17_0,0_44_16
9_52_6_0,0_45_5_0
9_52_6_1,0_45_5_1 + 0_45_5_0
9_52_7_2,0_45_6
9_52_10_0,0_45_9
9_52_13,0_45_12
9_52_16,0_45_15
9_53_5_0,0_46_4
9_53_6_2,0_46_5
9_53_7_0,0_46_6
9_53_8_0,0_46_7_1
9_53_8_3,0_46_7_0
9_53_9_1,0_46_8
9_53_12,0_46_11
9_53_15,0_46_14
13_57_18_0,0_46_17
13_58_6_2,0_47_5
13_58_8_0,0_47_7_1
13_58_9_0,0_47_8_1
13_58_9_1,0_47_8_2
13_58_11,0_47_10
13_58_14_0,0_47_13_0
3_48_20,0_47_19
3_48_22,0_47_21
5_66_13,0_63_12
5_67_6,0_64_5
5_67_8_1,0_64_7_1
3_53_21,0_52_20
3_54_6,0_53_5_0 + 0_53_5_1
7_26_6_0,0_21_5
7_26_7,0_21_6
7_27_5,0_22_4
7_27_6,0_22_5
7_28_5,0_23_4_0 + 0_23_4_1
7_28_6,0_23_5
7_28_8,0_23_7
7_29_5,0_24_4
7_29_6_2,0_24_5
7_29_7_1,0_24_6
7_29_10,0_24_9
7_29_11,0_24_10
7_30_6,0_25_5
7_30_9,0_25_8
7_30_11_0,0_25_10
7_30_12,0_25_11
7_30_13,0_25_12
7_31_7,0_26_6
7_31_8,0_26_7
7_31_12,0_26_11
7_31_13_0,0_26_12
7_31_14,0_26_13
7_31_15,0_26_14
7_32_7_1,0_27_6
7_32_10,0_27_9
7_32_14_0,0_27_13
7_32_15_0,0_27_14
7_33_9,0_28_8
7_33_16_0,0_28_15
7_34_8,0_29_7
7_34_11,0_29_10
7_35_7,0_30_6
7_35_10,0_30_9
7_36_6,0_31_5_1
7_36_9,0_31_8
7_36_12,0_31_11
7_37_6_1,0_32_5
7_37_8_1,0_32_7
7_37_11,0_32_10
7_37_14,0_32_13
7_37_15,0_32_14
7_38_5,0_33_4_1
7_38_7_2,0_33_6
7_38_8_0,0_33_7
7_38_10,0_33_9
7_38_13,0_33_12
7_38_15_0,0_33_14
7_38_16,0_33_15
7_38_17,0_33_16
7_39_6_1,0_34_5
7_39_7_0,0_34_6
7_39_8,0_34_7
7_39_9_0,0_34_8
7_39_12,0_34_11
7_39_16,0_34_15
7_39_17_0,0_34_16
7_39_18,0_34_17
7_39_19,0_34_18
7_40_6_0,0_35_5
7_40_6_1,0_35_5
7_40_7_1,0_35_6
7_40_8,0_35_7
7_40_11,0_35_10
7_40_14,0_35_13
7_40_18_0,0_35_17
7_40_19_0,0_35_18
7_41_6_1,0_36_5
7_41_10_0,0_36_9
7_41_13,0_36_12
7_41_20_0,0_36_19
7_42_7_2,0_37_6
7_42_8,0_37_7
7_42_9_0,0_37_8
7_42_12,0_37_11
7_42_15,0_37_14
7_43_7_1,0_38_6_0
7_43_8_0,0_38_7
7_43_8_1,0_38_7
7_43_11,0_38_10
7_43_14,0_38_13
7_44_7,0_39_6
7_44_8,0_39_7
7_44_10_0,0_39_9_0
7_44_13,0_39_12
7_44_16,0_39_15
7_45_8_1,0_40_7
7_45_9,0_40_8
7_45_12_0,0_40_11
7_45_15,0_40_14
7_45_18,0_40_17
7_45_19,0_40_18
7_46_7,0_41_6_0
7_46_11_0,0_41_10_0
7_46_11_1,0_41_10_1
7_46_14,0_41_13
7_46_17,0_41_16
7_46_19_0,0_41_18
7_46_20,0_41_19
7_46_21,0_41_20
7_47_6,0_42_5
7_47_10_0,0_42_9
7_47_12,0_42_11
7_47_13_0,0_42_12
7_47_16,0_42_15
7_47_20,0_42_19
7_47_21_0,0_42_20
15_61_6_1,0_48_5
15_61_7_3,0_48_6
15_61_8_0,0_48_7_0
3_48_23,0_47_22
3_49_9,0_48_8_0
3_49_10,0_48_9
3_49_11,0_48_10
7_54_15_0,0_49_14_0
7_54_15_2,0_49_14_1
7_54_18,0_49_17
5_57_19_0,0_54_18
5_67_12,0_64_11_1 + 0_64_11_0
5_68_7,0_65_6
5_68_8_1,0_65_7_0
5_68_10_2,0_65_9
5_68_11,0_65_10_2
5_69_8_0,0_66_7_0
5_69_8_2,0_66_7_1
5_69_10,0_66_9_0
5_70_9_0,0_67_8_1
5_71_7_0,0_68_6_0
5_71_8_3,0_68_7_1
7_7_2,0_2_1
7_7_3,0_2_2
7_8_2,0_3_1
7_8_3_0,0_3_2
7_9_4_0,0_4_3
7_11_3,0_6_2
7_14_3,0_9_2
7_14_4_0,0_9_3_1
7_14_4_1,0_9_3_0
7_14_5,0_9_4
7_15_4,0_10_3
7_15_5_0,0_10_4
7_15_6,0_10_5
7_15_7,0_10_6
7_16_6_0,0_11_5
7_16_7_0,0_11_6
7_17_8_0,0_12_7
7_19_3,0_14_2
7_20_4,0_15_3
7_21_6,0_16_5
7_21_7,0_16_6
7_22_5,0_17_4
7_22_7_0,0_17_6
7_22_8,0_17_7
7_22_9,0_17_8
7_23_4_0,0_18_3
7_23_5_0,0_18_4
7_23_8,0_18_7
7_23_9_0,0_18_8
7_23_10,0_18_9
7_23_11,0_18_10
7_24_4,0_19_3
7_24_5_0,0_19_4
7_24_6,0_19_5
7_24_10_0,0_19_9
7_24_11_0,0_19_10
7_25_4_1,0_20_3
7_25_12_0,0_20_11
7_26_4,0_21_3
15_60_17,0_47_16
15_61_5,0_48_4
11_62_6_1,0_53_5_1
7_53_10_2,0_48_9
7_53_13_0,0_48_12
7_53_16_1,0_48_15
7_53_19,0_48_18
3_50_21,0_49_20
3_50_23,0_49_22
3_50_24,0_49_23
3_50_25,0_49_24
3_50_26,0_49_25
3_51_12,0_50_11
3_51_14,0_50_13
3_51_16,0_50_15
3_51_17,0_50_16
5_52_21,0_49_20
5_52_25,0_49_24
5_52_26,0_49_25
5_53_7_0,0_50_6_0
5_53_7_1,0_50_6_1
5_53_11,0_50_10
5_53_14,0_50_13
5_53_16,0_50_15
5_53_17,0_50_16
5_53_20,0_50_19
9_57_5_1,0_50_4
9_57_7_1,0_50_6_1
9_57_11_0,0_50_10
9_57_14,0_50_13
9_57_17,0_50_16
9_57_20,0_50_19
9_58_6_2,0_51_5
9_58_9_1,0_51_8
9_58_10_1,0_51_9
3_51_25,0_50_24
3_51_26,0_50_25
5_55_7_0,0_52_6
5_55_8_0,0_52_7
5_55_9_1,0_52_8_0
5_55_9_2,0_52_8_1
5_55_12_0,0_52_11
5_55_15,0_52_14
5_55_18,0_52_17
5_55_21,0_52_20
5_56_6_0,0_53_5_1
5_56_6_1,0_53_5_0
5_56_7_1,0_53_6
5_56_8_2,0_53_7
5_56_9_2,0_53_8
5_56_10_0,0_53_9
5_56_11_1,0_53_10
5_56_14,0_53_13
5_56_17,0_53_16
5_56_20,0_53_19
3_51_20,0_50_19
3_51_24,0_50_23
7_54_6_0,0_49_5
7_54_10_0,0_49_9_0
7_54_10_1,0_49_9_1
7_54_12_0,0_49_11
9_56_21_0,0_49_20
5_59_10_1,0_56_9
5_59_10_2,0_56_9
5_59_11_0,0_56_10_0
5_59_11_1,0_56_10_1
5_59_14,0_56_13
5_59_17,0_56_16
5_59_19,0_56_18
5_59_20,0_56_19
5_60_9_2,0_57_8
5_60_12,0_57_11
5_60_13,0_57_12
5_60_14,0_57_13_0
5_60_16,0_57_15
5_60_19,0_57_18_1
5_61_11,0_58_10
5_61_12_1,0_58_11
5_61_15,0_58_14
13_61_14_0,0_50_13
13_59_19_0,0_48_18
13_60_6_1,0_49_5
13_60_10,0_49_9_0
13_60_12_0,0_49_11
13_60_15_0,0_49_14_1
13_60_18_0,0_49_17
13_61_7_2,0_50_6_0
13_61_11_0,0_50_10
15_62_15_2,0_49_14_1
15_63_5,0_50_4
15_63_7_1,0_50_6_0
15_63_7_2,0_50_6_1
15_63_14,0_50_13
15_63_16_0,0_50_15
15_64_5_1,0_51_4
15_64_7_2,0_51_6
15_64_9_0,0_51_8
15_64_13,0_51_12
15_65_6_2,0_52_5
15_65_7_0,0_52_6
19_70_9_0,0_53_8
19_71_6,0_54_5
19_71_8,0_54_7
19_72_7,0_55_6
21_20_2,0_1_1
21_21_3_0,0_2_2
21_26_3,0_7_2
21_27_3,0_8_2
21_27_4,0_8_3
21_28_4,0_9_3_1
21_28_5,0_9_4
21_28_6,0_9_5
21_29_4_1,0_10_3
21_29_7_0,0_10_6
21_31_8_1,0_12_7
19_66_10_0,0_49_9_0
19_66_10_1,0_49_9_1
19_66_12_0,0_49_11
19_69_8_0,0_52_7
19_69_10_0,0_52_9
19_70_7_1,0_53_6
13_59_7_1,0_48_6
13_59_10_0,0_48_9
13_59_13_0,0_48_12
13_59_15,0_48_14
13_61_17_0,0_50_16
13_62_5,0_51_4
13_62_6_0,0_51_5
13_62_9_0,0_51_8
13_62_10_0,0_51_9
13_62_13_0,0_51_12
13_62_16_1,0_51_15
5_51_8,0_48_7_1
5_51_10,0_48_9
5_51_13,0_48_12
5_51_15,0_48_14
5_51_16,0_48_15
19_65_9_0,0_48_8_0
19_65_9_1,0_48_8_1
19_65_10_1,0_48_9
19_65_13_0,0_48_12
19_65_8_0,0_48_7_0
5_50_20,0_47_19
5_51_19,0_48_18
5_51_23,0_48_22
15_62_5_2,0_49_4
15_62_6_0,0_49_5
15_62_10_0,0_49_9_0
15_62_10_1,0_49_9_1
15_62_12_0,0_49_11
15_62_15_0,0_49_14_0
7_53_22,0_48_21
5_50_22,0_47_21
5_50_23,0_47_22
5_51_7,0_48_6
13_59_5,0_48_4
5_57_7_1,0_54_6
5_57_8_1,0_54_7
5_57_6_1,0_54_5
7_53_23,0_48_22
7_54_5,0_49_4
5_58_8_0,0_55_7
5_58_12,0_55_11_1
5_58_13,0_55_12_1
5_58_15,0_55_14
5_58_18_0,0_55_17_1
9_54_9_0,0_47_8_1
9_54_9_1,0_47_8_2
9_54_11_0,0_47_10
9_54_14_0,0_47_13_0
11_56_6_3,0_47_5
11_56_8_1,0_47_7_1
11_56_11_0,0_47_10
5_58_18_1,0_55_17_0
5_58_21,0_55_20
11_55_12_0,0_46_11
11_55_15,0_46_14
11_56_6_1,0_47_5
3_63_14_0,0_62_13_1
3_63_14_1,0_62_13_0
3_63_15,0_62_14
3_63_16,0_62_15
9_53_21_0,0_46_20
9_54_6_1,0_47_5
9_54_8_0,0_47_7_1
3_64_11,0_63_10_0
3_64_12_1,0_63_11
7_53_6,0_48_5
7_53_7_2,0_48_6
7_53_8_0,0_48_7_0
7_53_8_2,0_48_7_1
7_53_9_0,0_48_8_0
7_53_9_1,0_48_8_1
3_58_13,0_57_12
3_58_14_0,0_57_13_0
3_58_14_1,0_57_13_1
3_58_16,0_57_15
3_58_17,0_57_16
3_58_19_0,0_57_18_0
3_58_19_1,0_57_18_1
3_59_11_0,0_58_10
3_59_12_1,0_58_11
3_59_13,0_58_12
3_59_15,0_58_14
3_59_16,0_58_15
3_59_18,0_58_17
3_59_20,0_58_19
3_60_11_1,0_59_10
3_60_14,0_59_13
3_60_15,0_59_14
3_60_17,0_59_16
3_60_18,0_59_17
3_61_8_1,0_60_7
3_61_12,0_60_11
3_61_13,0_60_12_0
3_61_14,0_60_13
