name,n,stem,Adams filtration,shift,tautorsion,h0info,h0target,h1info,h1target,h2info,h2target,h3info,h3target,E,H,P,C2,label,angle,drinfo,drtarget,nulldif,XX
90_47_19,90,47,19,0,0,,,,,,,,,91_47_19,,,,13 1 2 4 1 1 2 4 1 1 2 4 1 1 2 4 1 1 1,,,,,XX
90_50_16,90,50,16,0,0,,,,,,,,,91_50_16,,,,5 6 2 2 2 2 2 2 2 2 2 3 5 7 3 3,,,,,XX
90_51_15,90,51,15,0,0,,,,,,,,,91_51_15,,,,6 2 2 2 2 2 2 4 3 3 3 6 6 5 3,,2,90_50_17,,XX
90_52_14,90,52,14,0,0,,,,,,,,,91_52_14,,,,2 2 2 2 2 4 5 5 5 3 6 6 5 3,,,,,XX
90_53_13_0,90,53,13,0,0,,,,,,,,,91_53_13_0,,,,2 2 2 4 3 5 6 5 2 3 5 7 7,,,,,XX
90_53_13_1,90,53,13,0,0,,,,,,,,,91_53_13_1,,,,11 5 6 2 2 2 2 2 3 5 7 3 3,,,,,XX
90_54_12_0,90,54,12,0,0,,,,,,,,,91_54_12_0,,,,2 4 3 5 5 6 5 2 3 5 7 7,,,,,XX
90_54_12_1,90,54,12,0,0,,,,,,,,,91_54_12_1,,,,11 6 2 2 4 3 3 3 6 6 5 3,,2,90_53_14,,XX
90_55_11,90,55,11,0,0,,,,,,,,,91_55_11,,,,5 5 5 5 6 5 2 3 5 7 7,,,,,XX
90_56_10_0,90,56,10,0,0,,,,,,,,,91_56_10_0,,,,5 5 9 3 5 7 3 5 7 7,,,,,XX
90_56_10_1,90,56,10,0,0,,,,,,,,,91_56_10_1,,,,8 4 5 3 5 9 3 5 7 7,,2,90_55_12,,XX
90_57_9_0,90,57,9,0,0,,,,,,,,,91_57_9_0,,,,4 2 4 6 9 11 7 7 7,,,,,XX
90_57_9_1,90,57,9,0,0,,,,,,,,,91_57_9_1,,,,11 9 3 5 7 3 5 7 7,,,,,XX
90_58_8,90,58,8,0,0,,,,,,,,,91_58_8,,,,25 5 5 3 6 6 5 3,,,,,XX
90_62_4,90,62,4,0,0,,,,,,,,,91_62_4,,,,29 27 3 3,,,,,XX
90_63_3_0,90,63,3,0,0,,,,,,,,,91_63_3_0,,,,29 27 7,,,,,XX
90_63_3_1,90,63,3,0,0,,,,,,,,,91_63_3_1,,,,61 1 1,,2,90_62_5_2,,XX
90_64_2,90,64,2,0,0,,,,,,,,,91_64_2,,,,61 3,,,,,XX
91_43_23,91,43,23,0,0,,,,,,,,,92_43_23,,,,1 1 2 4 1 1 2 4 1 1 2 4 1 1 2 4 1 1 2 4 1 1 1,,,,,XX
91_46_20,91,46,20,0,0,,,,,,,,,92_46_20,,,,6 2 3 4 4 1 1 2 4 1 1 2 4 1 1 2 4 1 1 1,,,,,XX
91_47_19,91,47,19,0,0,,,,,,,,,92_47_19,,,,13 1 2 4 1 1 2 4 1 1 2 4 1 1 2 4 1 1 1,,,,,XX
91_50_16,91,50,16,0,0,,,,,,,,,92_50_16,,,,5 6 2 2 2 2 2 2 2 2 2 3 5 7 3 3,,,,,XX
91_51_15,91,51,15,0,0,,,,,,,,,92_51_15,,,,6 2 2 2 2 2 2 4 3 3 3 6 6 5 3,,2,91_50_17,,XX
91_52_14,91,52,14,0,0,,,,,,,,,92_52_14,,,,2 2 2 2 2 4 5 5 5 3 6 6 5 3,,,,,XX
91_53_13_0,91,53,13,0,0,,,,,,,,,92_53_13_0,,,,2 2 2 4 3 5 6 5 2 3 5 7 7,,,,,XX
91_53_13_1,91,53,13,0,0,,,,,,,,,92_53_13_1,,,,11 5 6 2 2 2 2 2 3 5 7 3 3,,,,,XX
91_54_12_0,91,54,12,0,0,,,,,,,,,92_54_12_0,,,,2 4 3 5 5 6 5 2 3 5 7 7,,,,,XX
91_54_12_1,91,54,12,0,0,,,,,,,,,92_54_12_1,,,,11 6 2 2 4 3 3 3 6 6 5 3,,2,91_53_14,,XX
91_55_11,91,55,11,0,0,,,,,,,,,92_55_11,,,,5 5 5 5 6 5 2 3 5 7 7,,,,,XX
91_56_10_0,91,56,10,0,0,,,,,,,,,92_56_10_0,,,,5 5 9 3 5 7 3 5 7 7,,,,,XX
91_56_10_1,91,56,10,0,0,,,,,,,,,92_56_10_1,,,,8 4 5 3 5 9 3 5 7 7,,2,91_55_12,,XX
91_57_9_0,91,57,9,0,0,,,,,,,,,92_57_9_0,,,,4 2 4 6 9 11 7 7 7,,,,,XX
91_57_9_1,91,57,9,0,0,,,,,,,,,92_57_9_1,,,,11 9 3 5 7 3 5 7 7,,,,,XX
91_58_8,91,58,8,0,0,,,,,,,,,92_58_8,,,,25 5 5 3 6 6 5 3,,,,,XX
91_62_4,91,62,4,0,0,,,,,,,,,92_62_4,,,,29 27 3 3,,,,,XX
91_63_3_0,91,63,3,0,0,,,,,,,,,92_63_3_0,,,,29 27 7,,,,,XX
91_63_3_1,91,63,3,0,0,,,,,,,,,92_63_3_1,,,,61 1 1,,2,91_62_5_2,,XX
91_64_2,91,64,2,0,0,,,,,,,,,92_64_2,,,,61 3,,,,,XX
92_43_23,92,43,23,0,0,,,,,,,,,93_43_23,,,,1 1 2 4 1 1 2 4 1 1 2 4 1 1 2 4 1 1 2 4 1 1 1,,,,,XX
92_46_20,92,46,20,0,0,,,,,,,,,93_46_20,,,,6 2 3 4 4 1 1 2 4 1 1 2 4 1 1 2 4 1 1 1,,,,,XX
92_47_19,92,47,19,0,0,,,,,,,,,93_47_19,,,,13 1 2 4 1 1 2 4 1 1 2 4 1 1 2 4 1 1 1,,,,,XX
92_50_16,92,50,16,0,0,,,,,,,,,93_50_16,,,,5 6 2 2 2 2 2 2 2 2 2 3 5 7 3 3,,,,,XX
92_51_15,92,51,15,0,0,,,,,,,,,93_51_15,,,,6 2 2 2 2 2 2 4 3 3 3 6 6 5 3,,2,92_50_17,,XX
92_52_14,92,52,14,0,0,,,,,,,,,93_52_14,,,,2 2 2 2 2 4 5 5 5 3 6 6 5 3,,,,,XX
92_53_13_0,92,53,13,0,0,,,,,,,,,93_53_13_0,,,,2 2 2 4 3 5 6 5 2 3 5 7 7,,,,,XX
92_53_13_1,92,53,13,0,0,,,,,,,,,93_53_13_1,,,,11 5 6 2 2 2 2 2 3 5 7 3 3,,,,,XX
92_54_12_0,92,54,12,0,0,,,,,,,,,93_54_12_0,,,,2 4 3 5 5 6 5 2 3 5 7 7,,,,,XX
92_54_12_1,92,54,12,0,0,,,,,,,,,93_54_12_1,,,,11 6 2 2 4 3 3 3 6 6 5 3,,2,92_53_14,,XX
92_55_11,92,55,11,0,0,,,,,,,,,93_55_11,,,,5 5 5 5 6 5 2 3 5 7 7,,,,,XX
92_56_10_0,92,56,10,0,0,,,,,,,,,93_56_10_0,,,,5 5 9 3 5 7 3 5 7 7,,,,,XX
92_56_10_1,92,56,10,0,0,,,,,,,,,93_56_10_1,,,,8 4 5 3 5 9 3 5 7 7,,2,92_55_12,,XX
92_57_9_0,92,57,9,0,0,,,,,,,,,93_57_9_0,,,,4 2 4 6 9 11 7 7 7,,,,,XX
92_57_9_1,92,57,9,0,0,,,,,,,,,93_57_9_1,,,,11 9 3 5 7 3 5 7 7,,,,,XX
92_58_8,92,58,8,0,0,,,,,,,,,93_58_8,,,,25 5 5 3 6 6 5 3,,,,,XX
92_62_4,92,62,4,0,0,,,,,,,,,93_62_4,,,,29 27 3 3,,,,,XX
92_63_3_0,92,63,3,0,0,,,,,,,,,93_63_3_0,,,,29 27 7,,,,,XX
92_63_3_1,92,63,3,0,0,,,,,,,,,93_63_3_1,,,,61 1 1,,2,92_62_5_2,,XX
92_64_2,92,64,2,0,0,,,,,,,,,93_64_2,,,,61 3,,,,,XX
93_43_23,93,43,23,0,0,,,,,,,,,94_43_23,,,,1 1 2 4 1 1 2 4 1 1 2 4 1 1 2 4 1 1 2 4 1 1 1,,,,,XX
93_46_20,93,46,20,0,0,,,,,,,,,94_46_20,,,,6 2 3 4 4 1 1 2 4 1 1 2 4 1 1 2 4 1 1 1,,,,,XX
93_47_19,93,47,19,0,0,,,,,,,,,94_47_19,,,,13 1 2 4 1 1 2 4 1 1 2 4 1 1 2 4 1 1 1,,,,,XX
93_50_16,93,50,16,0,0,,,,,,,,,94_50_16,,,,5 6 2 2 2 2 2 2 2 2 2 3 5 7 3 3,,,,,XX
93_51_15,93,51,15,0,0,,,,,,,,,94_51_15,,,,6 2 2 2 2 2 2 4 3 3 3 6 6 5 3,,2,93_50_17,,XX
93_52_14,93,52,14,0,0,,,,,,,,,94_52_14,,,,2 2 2 2 2 4 5 5 5 3 6 6 5 3,,,,,XX
93_53_13_0,93,53,13,0,0,,,,,,,,,94_53_13_0,,,,2 2 2 4 3 5 6 5 2 3 5 7 7,,,,,XX
93_53_13_1,93,53,13,0,0,,,,,,,,,94_53_13_1,,,,11 5 6 2 2 2 2 2 3 5 7 3 3,,,,,XX
93_54_12_0,93,54,12,0,0,,,,,,,,,94_54_12_0,,,,2 4 3 5 5 6 5 2 3 5 7 7,,,,,XX
93_54_12_1,93,54,12,0,0,,,,,,,,,94_54_12_1,,,,11 6 2 2 4 3 3 3 6 6 5 3,,2,93_53_14,,XX
93_55_11,93,55,11,0,0,,,,,,,,,94_55_11,,,,5 5 5 5 6 5 2 3 5 7 7,,,,,XX
93_56_10_0,93,56,10,0,0,,,,,,,,,94_56_10_0,,,,5 5 9 3 5 7 3 5 7 7,,,,,XX
93_56_10_1,93,56,10,0,0,,,,,,,,,94_56_10_1,,,,8 4 5 3 5 9 3 5 7 7,,2,93_55_12,,XX
93_57_9_0,93,57,9,0,0,,,,,,,,,94_57_9_0,,,,4 2 4 6 9 11 7 7 7,,,,,XX
93_57_9_1,93,57,9,0,0,,,,,,,,,94_57_9_1,,,,11 9 3 5 7 3 5 7 7,,,,,XX
93_58_8,93,58,8,0,0,,,,,,,,,94_58_8,,,,25 5 5 3 6 6 5 3,,,,,XX
93_62_4,93,62,4,0,0,,,,,,,,,94_62_4,,,,29 27 3 3,,,,,XX
93_63_3_0,93,63,3,0,0,,,,,,,,,94_63_3_0,,,,29 27 7,,,,,XX
93_63_3_1,93,63,3,0,0,,,,,,,,,94_63_3_1,,,,61 1 1,,2,93_62_5_2,,XX
93_64_2,93,64,2,0,0,,,,,,,,,94_64_2,,,,61 3,,,,,XX
94_43_23,94,43,23,0,0,,,,,,,,,95_43_23,,,,1 1 2 4 1 1 2 4 1 1 2 4 1 1 2 4 1 1 2 4 1 1 1,,,,,XX
94_46_20,94,46,20,0,0,,,,,,,,,95_46_20,,,,6 2 3 4 4 1 1 2 4 1 1 2 4 1 1 2 4 1 1 1,,,,,XX
94_47_19,94,47,19,0,0,,,,,,,,,95_47_19,,,,13 1 2 4 1 1 2 4 1 1 2 4 1 1 2 4 1 1 1,,,,,XX
94_50_16,94,50,16,0,0,,,,,,,,,95_50_16,,,,5 6 2 2 2 2 2 2 2 2 2 3 5 7 3 3,,,,,XX
94_51_15,94,51,15,0,0,,,,,,,,,95_51_15,,,,6 2 2 2 2 2 2 4 3 3 3 6 6 5 3,,2,94_50_17,,XX
94_52_14,94,52,14,0,0,,,,,,,,,95_52_14,,,,2 2 2 2 2 4 5 5 5 3 6 6 5 3,,,,,XX
94_53_13_0,94,53,13,0,0,,,,,,,,,95_53_13_0,,,,2 2 2 4 3 5 6 5 2 3 5 7 7,,,,,XX
94_53_13_1,94,53,13,0,0,,,,,,,,,95_53_13_1,,,,11 5 6 2 2 2 2 2 3 5 7 3 3,,,,,XX
94_54_12_0,94,54,12,0,0,,,,,,,,,95_54_12_0,,,,2 4 3 5 5 6 5 2 3 5 7 7,,,,,XX
94_54_12_1,94,54,12,0,0,,,,,,,,,95_54_12_1,,,,11 6 2 2 4 3 3 3 6 6 5 3,,2,94_53_14,,XX
94_55_11,94,55,11,0,0,,,,,,,,,95_55_11,,,,5 5 5 5 6 5 2 3 5 7 7,,,,,XX
94_56_10_0,94,56,10,0,0,,,,,,,,,95_56_10_0,,,,5 5 9 3 5 7 3 5 7 7,,,,,XX
94_56_10_1,94,56,10,0,0,,,,,,,,,95_56_10_1,,,,8 4 5 3 5 9 3 5 7 7,,2,94_55_12,,XX
94_57_9_0,94,57,9,0,0,,,,,,,,,95_57_9_0,,,,4 2 4 6 9 11 7 7 7,,,,,XX
94_57_9_1,94,57,9,0,0,,,,,,,,,95_57_9_1,,,,11 9 3 5 7 3 5 7 7,,,,,XX
94_58_8,94,58,8,0,0,,,,,,,,,95_58_8,,,,25 5 5 3 6 6 5 3,,,,,XX
94_62_4,94,62,4,0,0,,,,,,,,,95_62_4,,,,29 27 3 3,,,,,XX
94_63_3_0,94,63,3,0,0,,,,,,,,,95_63_3_0,,,,29 27 7,,,,,XX
94_63_3_1,94,63,3,0,0,,,,,,,,,95_63_3_1,,,,61 1 1,,2,94_62_5_2,,XX
94_64_2,94,64,2,0,0,,,,,,,,,95_64_2,,,,61 3,,,,,XX
95_43_23,95,43,23,0,0,,,,,,,,,96_43_23,,,,1 1 2 4 1 1 2 4 1 1 2 4 1 1 2 4 1 1 2 4 1 1 1,,,,,XX
95_46_20,95,46,20,0,0,,,,,,,,,96_46_20,,,,6 2 3 4 4 1 1 2 4 1 1 2 4 1 1 2 4 1 1 1,,,,,XX
95_47_19,95,47,19,0,0,,,,,,,,,96_47_19,,,,13 1 2 4 1 1 2 4 1 1 2 4 1 1 2 4 1 1 1,,,,,XX
95_50_16,95,50,16,0,0,,,,,,,,,96_50_16,,,,5 6 2 2 2 2 2 2 2 2 2 3 5 7 3 3,,,,,XX
95_51_15,95,51,15,0,0,,,,,,,,,96_51_15,,,,6 2 2 2 2 2 2 4 3 3 3 6 6 5 3,,2,95_50_17,,XX
95_52_14,95,52,14,0,0,,,,,,,,,96_52_14,,,,2 2 2 2 2 4 5 5 5 3 6 6 5 3,,,,,XX
95_53_13_0,95,53,13,0,0,,,,,,,,,96_53_13_0,,,,2 2 2 4 3 5 6 5 2 3 5 7 7,,,,,XX
95_53_13_1,95,53,13,0,0,,,,,,,,,96_53_13_1,,,,11 5 6 2 2 2 2 2 3 5 7 3 3,,,,,XX
95_54_12_0,95,54,12,0,0,,,,,,,,,96_54_12_0,,,,2 4 3 5 5 6 5 2 3 5 7 7,,,,,XX
95_54_12_1,95,54,12,0,0,,,,,,,,,96_54_12_1,,,,11 6 2 2 4 3 3 3 6 6 5 3,,2,95_53_14,,XX
95_55_11,95,55,11,0,0,,,,,,,,,96_55_11,,,,5 5 5 5 6 5 2 3 5 7 7,,,,,XX
95_56_10_0,95,56,10,0,0,,,,,,,,,96_56_10_0,,,,5 5 9 3 5 7 3 5 7 7,,,,,XX
95_56_10_1,95,56,10,0,0,,,,,,,,,96_56_10_1,,,,8 4 5 3 5 9 3 5 7 7,,2,95_55_12,,XX
95_57_9_0,95,57,9,0,0,,,,,,,,,96_57_9_0,,,,4 2 4 6 9 11 7 7 7,,,,,XX
95_57_9_1,95,57,9,0,0,,,,,,,,,96_57_9_1,,,,11 9 3 5 7 3 5 7 7,,,,,XX
95_58_8,95,58,8,0,0,,,,,,,,,96_58_8,,,,25 5 5 3 6 6 5 3,,,,,XX
95_62_4,95,62,4,0,0,,,,,,,,,96_62_4,,,,29 27 3 3,,,,,XX
95_63_3_0,95,63,3,0,0,,,,,,,,,96_63_3_0,,,,29 27 7,,,,,XX
95_63_3_1,95,63,3,0,0,,,,,,,,,96_63_3_1,,,,61 1 1,,2,95_62_5_2,,XX
95_64_2,95,64,2,0,0,,,,,,,,,96_64_2,,,,61 3,,,,,XX
96_43_23,96,43,23,0,0,,,,,,,,,97_43_23,,,,1 1 2 4 1 1 2 4 1 1 2 4 1 1 2 4 1 1 2 4 1 1 1,,,,,XX
96_46_20,96,46,20,0,0,,,,,,,,,97_46_20,,,,6 2 3 4 4 1 1 2 4 1 1 2 4 1 1 2 4 1 1 1,,,,,XX
96_47_19,96,47,19,0,0,,,,,,,,,97_47_19,,,,13 1 2 4 1 1 2 4 1 1 2 4 1 1 2 4 1 1 1,,,,,XX
96_50_16,96,50,16,0,0,,,,,,,,,97_50_16,,,,5 6 2 2 2 2 2 2 2 2 2 3 5 7 3 3,,,,,XX
96_51_15,96,51,15,0,0,,,,,,,,,97_51_15,,,,6 2 2 2 2 2 2 4 3 3 3 6 6 5 3,,2,96_50_17,,XX
96_52_14,96,52,14,0,0,,,,,,,,,97_52_14,,,,2 2 2 2 2 4 5 5 5 3 6 6 5 3,,,,,XX
96_53_13_0,96,53,13,0,0,,,,,,,,,97_53_13_0,,,,2 2 2 4 3 5 6 5 2 3 5 7 7,,,,,XX
96_53_13_1,96,53,13,0,0,,,,,,,,,97_53_13_1,,,,11 5 6 2 2 2 2 2 3 5 7 3 3,,,,,XX
96_54_12_0,96,54,12,0,0,,,,,,,,,97_54_12_0,,,,2 4 3 5 5 6 5 2 3 5 7 7,,,,,XX
96_54_12_1,96,54,12,0,0,,,,,,,,,97_54_12_1,,,,11 6 2 2 4 3 3 3 6 6 5 3,,2,96_53_14,,XX
96_55_11,96,55,11,0,0,,,,,,,,,97_55_11,,,,5 5 5 5 6 5 2 3 5 7 7,,,,,XX
96_56_10_0,96,56,10,0,0,,,,,,,,,97_56_10_0,,,,5 5 9 3 5 7 3 5 7 7,,,,,XX
96_56_10_1,96,56,10,0,0,,,,,,,,,97_56_10_1,,,,8 4 5 3 5 9 3 5 7 7,,2,96_55_12,,XX
96_57_9_0,96,57,9,0,0,,,,,,,,,97_57_9_0,,,,4 2 4 6 9 11 7 7 7,,,,,XX
96_57_9_1,96,57,9,0,0,,,,,,,,,97_57_9_1,,,,11 9 3 5 7 3 5 7 7,,,,,XX
96_58_8,96,58,8,0,0,,,,,,,,,97_58_8,,,,25 5 5 3 6 6 5 3,,,,,XX
96_62_4,96,62,4,0,0,,,,,,,,,97_62_4,,,,29 27 3 3,,,,,XX
96_63_3_0,96,63,3,0,0,,,,,,,,,97_63_3_0,,,,29 27 7,,,,,XX
96_63_3_1,96,63,3,0,0,,,,,,,,,97_63_3_1,,,,61 1 1,,2,96_62_5_2,,XX
96_64_2,96,64,2,0,0,,,,,,,,,97_64_2,,,,61 3,,,,,XX
97_43_23,97,43,23,0,0,,,,,,,,,98_43_23,,,,1 1 2 4 1 1 2 4 1 1 2 4 1 1 2 4 1 1 2 4 1 1 1,,,,,XX
97_46_20,97,46,20,0,0,,,,,,,,,98_46_20,,,,6 2 3 4 4 1 1 2 4 1 1 2 4 1 1 2 4 1 1 1,,,,,XX
97_47_19,97,47,19,0,0,,,,,,,,,98_47_19,,,,13 1 2 4 1 1 2 4 1 1 2 4 1 1 2 4 1 1 1,,,,,XX
97_50_16,97,50,16,0,0,,,,,,,,,98_50_16,,,,5 6 2 2 2 2 2 2 2 2 2 3 5 7 3 3,,,,,XX
97_51_15,97,51,15,0,0,,,,,,,,,98_51_15,,,,6 2 2 2 2 2 2 4 3 3 3 6 6 5 3,,2,97_50_17,,XX
97_52_14,97,52,14,0,0,,,,,,,,,98_52_14,,,,2 2 2 2 2 4 5 5 5 3 6 6 5 3,,,,,XX
97_53_13_0,97,53,13,0,0,,,,,,,,,98_53_13_0,,,,2 2 2 4 3 5 6 5 2 3 5 7 7,,,,,XX
97_53_13_1,97,53,13,0,0,,,,,,,,,98_53_13_1,,,,11 5 6 2 2 2 2 2 3 5 7 3 3,,,,,XX
97_54_12_0,97,54,12,0,0,,,,,,,,,98_54_12_0,,,,2 4 3 5 5 6 5 2 3 5 7 7,,,,,XX
97_54_12_1,97,54,12,0,0,,,,,,,,,98_54_12_1,,,,11 6 2 2 4 3 3 3 6 6 5 3,,2,97_53_14,,XX
97_55_11,97,55,11,0,0,,,,,,,,,98_55_11,,,,5 5 5 5 6 5 2 3 5 7 7,,,,,XX
97_56_10_0,97,56,10,0,0,,,,,,,,,98_56_10_0,,,,5 5 9 3 5 7 3 5 7 7,,,,,XX
97_56_10_1,97,56,10,0,0,,,,,,,,,98_56_10_1,,,,8 4 5 3 5 9 3 5 7 7,,2,97_55_12,,XX
97_57_9_0,97,57,9,0,0,,,,,,,,,98_57_9_0,,,,4 2 4 6 9 11 7 7 7,,,,,XX
97_57_9_1,97,57,9,0,0,,,,,,,,,98_57_9_1,,,,11 9 3 5 7 3 5 7 7,,,,,XX
97_58_8,97,58,8,0,0,,,,,,,,,98_58_8,,,,25 5 5 3 6 6 5 3,,,,,XX
97_62_4,97,62,4,0,0,,,,,,,,,98_62_4,,,,29 27 3 3,,,,,XX
97_63_3_0,97,63,3,0,0,,,,,,,,,98_63_3_0,,,,29 27 7,,,,,XX
97_63_3_1,97,63,3,0,0,,,,,,,,,98_63_3_1,,,,61 1 1,,2,97_62_5_2,,XX
97_64_2,97,64,2,0,0,,,,,,,,,98_64_2,,,,61 3,,,,,XX
98_43_23,98,43,23,0,0,,,,,,,,,99_43_23,,,,1 1 2 4 1 1 2 4 1 1 2 4 1 1 2 4 1 1 2 4 1 1 1,,,,,XX
98_46_20,98,46,20,0,0,,,,,,,,,99_46_20,,,,6 2 3 4 4 1 1 2 4 1 1 2 4 1 1 2 4 1 1 1,,,,,XX
98_47_19,98,47,19,0,0,,,,,,,,,99_47_19,,,,13 1 2 4 1 1 2 4 1 1 2 4 1 1 2 4 1 1 1,,,,,XX
98_50_16,98,50,16,0,0,,,,,,,,,99_50_16,,,,5 6 2 2 2 2 2 2 2 2 2 3 5 7 3 3,,,,,XX
98_51_15,98,51,15,0,0,,,,,,,,,99_51_15,,,,6 2 2 2 2 2 2 4 3 3 3 6 6 5 3,,2,98_50_17,,XX
98_52_14,98,52,14,0,0,,,,,,,,,99_52_14,,,,2 2 2 2 2 4 5 5 5 3 6 6 5 3,,,,,XX
98_53_13_0,98,53,13,0,0,,,,,,,,,99_53_13_0,,,,2 2 2 4 3 5 6 5 2 3 5 7 7,,,,,XX
98_53_13_1,98,53,13,0,0,,,,,,,,,99_53_13_1,,,,11 5 6 2 2 2 2 2 3 5 7 3 3,,,,,XX
98_54_12_0,98,54,12,0,0,,,,,,,,,99_54_12_0,,,,2 4 3 5 5 6 5 2 3 5 7 7,,,,,XX
98_54_12_1,98,54,12,0,0,,,,,,,,,99_54_12_1,,,,11 6 2 2 4 3 3 3 6 6 5 3,,2,98_53_14,,XX
98_55_11,98,55,11,0,0,,,,,,,,,99_55_11,,,,5 5 5 5 6 5 2 3 5 7 7,,,,,XX
98_56_10_0,98,56,10,0,0,,,,,,,,,99_56_10_0,,,,5 5 9 3 5 7 3 5 7 7,,,,,XX
98_56_10_1,98,56,10,0,0,,,,,,,,,99_56_10_1,,,,8 4 5 3 5 9 3 5 7 7,,2,98_55_12,,XX
98_57_9_0,98,57,9,0,0,,,,,,,,,99_57_9_0,,,,4 2 4 6 9 11 7 7 7,,,,,XX
98_57_9_1,98,57,9,0,0,,,,,,,,,99_57_9_1,,,,11 9 3 5 7 3 5 7 7,,,,,XX
98_58_8,98,58,8,0,0,,,,,,,,,99_58_8,,,,25 5 5 3 6 6 5 3,,,,,XX
98_62_4,98,62,4,0,0,,,,,,,,,99_62_4,,,,29 27 3 3,,,,,XX
98_63_3_0,98,63,3,0,0,,,,,,,,,99_63_3_0,,,,29 27 7,,,,,XX
98_63_3_1,98,63,3,0,0,,,,,,,,,99_63_3_1,,,,61 1 1,,2,98_62_5_2,,XX
98_64_2,98,64,2,0,0,,,,,,,,,99_64_2,,,,61 3,,,,,XX
99_43_23,99,43,23,0,0,,,,,,,,,100_43_23,,,,1 1 2 4 1 1 2 4 1 1 2 4 1 1 2 4 1 1 2 4 1 1 1,,,,,XX
99_46_20,99,46,20,0,0,,,,,,,,,100_46_20,,,,6 2 3 4 4 1 1 2 4 1 1 2 4 1 1 2 4 1 1 1,,,,,XX
99_47_19,99,47,19,0,0,,,,,,,,,100_47_19,,,,13 1 2 4 1 1 2 4 1 1 2 4 1 1 2 4 1 1 1,,,,,XX
99_50_16,99,50,16,0,0,,,,,,,,,100_50_16,,,,5 6 2 2 2 2 2 2 2 2 2 3 5 7 3 3,,,,,XX
99_51_15,99,51,15,0,0,,,,,,,,,100_51_15,,,,6 2 2 2 2 2 2 4 3 3 3 6 6 5 3,,2,99_50_17,,XX
99_52_14,99,52,14,0,0,,,,,,,,,100_52_14,,,,2 2 2 2 2 4 5 5 5 3 6 6 5 3,,,,,XX
99_53_13_0,99,53,13,0,0,,,,,,,,,100_53_13_0,,,,2 2 2 4 3 5 6 5 2 3 5 7 7,,,,,XX
99_53_13_1,99,53,13,0,0,,,,,,,,,100_53_13_1,,,,11 5 6 2 2 2 2 2 3 5 7 3 3,,,,,XX
99_54_12_0,99,54,12,0,0,,,,,,,,,100_54_12_0,,,,2 4 3 5 5 6 5 2 3 5 7 7,,,,,XX
99_54_12_1,99,54,12,0,0,,,,,,,,,100_54_12_1,,,,11 6 2 2 4 3 3 3 6 6 5 3,,2,99_53_14,,XX
99_55_11,99,55,11,0,0,,,,,,,,,100_55_11,,,,5 5 5 5 6 5 2 3 5 7 7,,,,,XX
99_56_10_0,99,56,10,0,0,,,,,,,,,100_56_10_0,,,,5 5 9 3 5 7 3 5 7 7,,,,,XX
99_56_10_1,99,56,10,0,0,,,,,,,,,100_56_10_1,,,,8 4 5 3 5 9 3 5 7 7,,2,99_55_12,,XX
99_57_9_0,99,57,9,0,0,,,,,,,,,100_57_9_0,,,,4 2 4 6 9 11 7 7 7,,,,,XX
99_57_9_1,99,57,9,0,0,,,,,,,,,100_57_9_1,,,,11 9 3 5 7 3 5 7 7,,,,,XX
99_58_8,99,58,8,0,0,,,,,,,,,100_58_8,,,,25 5 5 3 6 6 5 3,,,,,XX
99_62_4,99,62,4,0,0,,,,,,,,,100_62_4,,,,29 27 3 3,,,,,XX
99_63_3_0,99,63,3,0,0,,,,,,,,,100_63_3_0,,,,29 27 7,,,,,XX
99_63_3_1,99,63,3,0,0,,,,,,,,,100_63_3_1,,,,61 1 1,,2,99_62_5_2,,XX
99_64_2,99,64,2,0,0,,,,,,,,,100_64_2,,,,61 3,,,,,XX
100_43_23,100,43,23,0,0,,,,,,,,,101_43_23,,,,1 1 2 4 1 1 2 4 1 1 2 4 1 1 2 4 1 1 2 4 1 1 1,,,,,XX
100_46_20,100,46,20,0,0,,,,,,,,,101_46_20,,,,6 2 3 4 4 1 1 2 4 1 1 2 4 1 1 2 4 1 1 1,,,,,XX
100_47_19,100,47,19,0,0,,,,,,,,,101_47_19,,,,13 1 2 4 1 1 2 4 1 1 2 4 1 1 2 4 1 1 1,,,,,XX
100_50_16,100,50,16,0,0,,,,,,,,,101_50_16,,,,5 6 2 2 2 2 2 2 2 2 2 3 5 7 3 3,,,,,XX
100_51_15,100,51,15,0,0,,,,,,,,,101_51_15,,,,6 2 2 2 2 2 2 4 3 3 3 6 6 5 3,,2,100_50_17,,XX
100_52_14,100,52,14,0,0,,,,,,,,,101_52_14,,,,2 2 2 2 2 4 5 5 5 3 6 6 5 3,,,,,XX
100_53_13_0,100,53,13,0,0,,,,,,,,,101_53_13_0,,,,2 2 2 4 3 5 6 5 2 3 5 7 7,,,,,XX
100_53_13_1,100,53,13,0,0,,,,,,,,,101_53_13_1,,,,11 5 6 2 2 2 2 2 3 5 7 3 3,,,,,XX
100_54_12_0,100,54,12,0,0,,,,,,,,,101_54_12_0,,,,2 4 3 5 5 6 5 2 3 5 7 7,,,,,XX
100_54_12_1,100,54,12,0,0,,,,,,,,,101_54_12_1,,,,11 6 2 2 4 3 3 3 6 6 5 3,,2,100_53_14,,XX
100_55_11,100,55,11,0,0,,,,,,,,,101_55_11,,,,5 5 5 5 6 5 2 3 5 7 7,,,,,XX
100_56_10_0,100,56,10,0,0,,,,,,,,,101_56_10_0,,,,5 5 9 3 5 7 3 5 7 7,,,,,XX
