name,n,stem,Adams filtration,shift,tautorsion,h0info,h0target,h1info,h1target,h2info,h2target,h3info,h3target,E,H,P,C2,label,angle,drinfo,drtarget,nulldif,XX
71_0_27,71,0,27,0,0,,,,,,,,,72_0_27,,,,71_0_27,,,,,XX
71_23_4,71,23,4,0,0,,,,71_24_5,,,,,72_23_4,,,,71_23_4,,,,,XX
72_0_27,72,0,27,0,0,,,,,,,,,73_0_27,,,,72_0_27,,,,,XX
72_23_4,72,23,4,0,0,,,,72_24_5,,,,,73_23_4,,,,72_23_4,,,,,XX
73_0_27,73,0,27,0,0,,,,,,,,,74_0_27,,,,73_0_27,,,,,XX
73_23_4,73,23,4,0,0,,,,73_24_5,,,,,74_23_4,,36_58_6,,73_23_4,,,,,XX
74_0_27,74,0,27,0,0,,,,,,,,,75_0_27,,,,74_0_27,,,,,XX
74_23_4,74,23,4,0,0,,,,74_24_5,,,,,75_23_4,,,,74_23_4,,,,,XX
75_0_27,75,0,27,0,0,,,,,,,,,76_0_27,,,,75_0_27,,,,,XX
75_23_4,75,23,4,0,0,,,,75_24_5,,,,,76_23_4,,37_59_6,,75_23_4,,,,,XX
76_0_27,76,0,27,0,0,,,,,,,,,77_0_27,,,,76_0_27,,,,,XX
76_23_4,76,23,4,0,0,,,,76_24_5,,,,,77_23_4,,,,76_23_4,,,,,XX
77_0_27,77,0,27,0,0,,,,,,,,,78_0_27,,,,77_0_27,,,,,XX
77_23_4,77,23,4,0,0,,,,77_24_5,,,,,78_23_4,,,,77_23_4,,,,,XX
78_0_27,78,0,27,0,0,,,,,,,,,79_0_27,,,,78_0_27,,,,,XX
78_23_4,78,23,4,0,0,,,,78_24_5,,,,,79_23_4,,,,78_23_4,,,,,XX
79_0_27,79,0,27,0,0,,,,,,,,,80_0_27,,,,79_0_27,,,,,XX
79_23_4,79,23,4,0,0,,,,79_24_5,,,,,80_23_4,,,,79_23_4,,,,,XX
80_0_27,80,0,27,0,0,,,,,,,,,81_0_27,,,,80_0_27,,,,,XX
80_23_4,80,23,4,0,0,,,,,,,,,81_23_4,,,,80_23_4,,,,,XX
81_0_27,81,0,27,0,0,,,,,,,,,82_0_27,,,,81_0_27,,,,,XX
81_23_4,81,23,4,0,0,,,,,,,,,82_23_4,,40_62_6_0,,81_23_4,,,,,XX
82_0_27,82,0,27,0,0,,,,,,,,,83_0_27,,,,82_0_27,,,,,XX
82_23_4,82,23,4,0,0,,,,,,,,,83_23_4,,,,82_23_4,,,,,XX
83_0_27,83,0,27,0,0,,,,,,,,,84_0_27,,,,83_0_27,,,,,XX
83_23_4,83,23,4,0,0,,,,,,,,,84_23_4,,41_63_6_0,,83_23_4,,,,,XX
84_0_27,84,0,27,0,0,,,,,,,,,85_0_27,,,,84_0_27,,,,,XX
84_23_4,84,23,4,0,0,,,,,,,,,85_23_4,,,,84_23_4,,,,,XX
85_0_27,85,0,27,0,0,,,,,,,,,86_0_27,,,,85_0_27,,,,,XX
85_23_4,85,23,4,0,0,,,,,,,,,86_23_4,,,,85_23_4,,,,,XX
86_0_27,86,0,27,0,0,,,,,,,,,87_0_27,,,,86_0_27,,,,,XX
86_23_4,86,23,4,0,0,,,,,,,,,87_23_4,,,,86_23_4,,,,,XX
87_0_27,87,0,27,0,0,,,,,,,,,88_0_27,,,,87_0_27,,,,,XX
87_23_4,87,23,4,0,0,,,,,,,,,88_23_4,,,,87_23_4,,,,,XX
88_0_27,88,0,27,0,0,,,,,,,,,89_0_27,,,,88_0_27,,,,,XX
88_23_4,88,23,4,0,0,,,,,,,,,89_23_4,,,,88_23_4,,,,,XX
89_0_27,89,0,27,0,0,,,,,,,,,90_0_27,,,,89_0_27,,,,,XX
89_23_4,89,23,4,0,0,,,,,,,,,90_23_4,,44_66_6_0,,89_23_4,,,,,XX
90_0_27,90,0,27,0,0,,,,,,,,,91_0_27,,,,90_0_27,,,,,XX
90_23_4,90,23,4,0,0,,,,,,,,,91_23_4,,,,90_23_4,,,,,XX
91_0_27,91,0,27,0,0,,,,,,,,,92_0_27,,,,91_0_27,,,,,XX
91_23_4,91,23,4,0,0,,,,,,,,,92_23_4,,45_67_6_0,,91_23_4,,,,,XX
92_0_27,92,0,27,0,0,,,,,,,,,93_0_27,,,,92_0_27,,,,,XX
92_23_4,92,23,4,0,0,,,,,,,,,93_23_4,,,,92_23_4,,,,,XX
93_0_27,93,0,27,0,0,,,,,,,,,94_0_27,,,,93_0_27,,,,,XX
93_23_4,93,23,4,0,0,,,,,,,,,94_23_4,,46_68_6_0,,93_23_4,,,,,XX
94_0_27,94,0,27,0,0,,,,,,,,,95_0_27,,,,94_0_27,,,,,XX
94_23_4,94,23,4,0,0,,,,,,,,,95_23_4,,,,94_23_4,,,,,XX
95_0_27,95,0,27,0,0,,,,,,,,,96_0_27,,,,95_0_27,,,,,XX
95_23_4,95,23,4,0,0,,,,,,,,,96_23_4,,,,95_23_4,,,,,XX
96_0_27,96,0,27,0,0,,,,,,,,,97_0_27,,,,96_0_27,,,,,XX
96_23_4,96,23,4,0,0,,,,,,,,,97_23_4,,,,96_23_4,,,,,XX
97_0_27,97,0,27,0,0,,,,,,,,,98_0_27,,,,97_0_27,,,,,XX
97_23_4,97,23,4,0,0,,,,,,,,,98_23_4,,48_70_6_0,,97_23_4,,,,,XX
98_0_27,98,0,27,0,0,,,,,,,,,99_0_27,,,,98_0_27,,,,,XX
98_23_4,98,23,4,0,0,,,,,,,,,99_23_4,,,,98_23_4,,,,,XX
99_0_27,99,0,27,0,0,,,,,,,,,100_0_27,,,,99_0_27,,,,,XX
99_23_4,99,23,4,0,0,,,,,,,,,100_23_4,,,,99_23_4,,,,,XX
100_0_27,100,0,27,0,0,,,,,,,,,101_0_27,,,,100_0_27,,,,,XX
100_23_4,100,23,4,0,0,,,,,,,,,101_23_4,,,,100_23_4,,,,,XX
101_0_27,101,0,27,0,0,,,,,,,,,102_0_27,,,,101_0_27,,,,,XX
101_23_4,101,23,4,0,0,,,,,,,,,102_23_4,,,,101_23_4,,,,,XX
102_0_27,102,0,27,0,0,,,,,,,,,103_0_27,,,,102_0_27,,,,,XX
102_23_4,102,23,4,0,0,,,,,,,,,103_23_4,,,,102_23_4,,,,,XX
103_0_27,103,0,27,0,0,,,,,,,,,104_0_27,,,,103_0_27,,,,,XX
103_23_4,103,23,4,0,0,,,,,,,,,104_23_4,,,,103_23_4,,,,,XX
104_0_27,104,0,27,0,0,,,,,,,,,105_0_27,,,,104_0_27,,,,,XX
104_23_4,104,23,4,0,0,,,,,,,,,105_23_4,,,,104_23_4,,,,,XX
105_0_27,105,0,27,0,0,,,,,,,,,106_0_27,,,,105_0_27,,,,,XX
105_23_4,105,23,4,0,0,,,,,,,,,106_23_4,,,,105_23_4,,,,,XX
106_0_27,106,0,27,0,0,,,,,,,,,107_0_27,,,,106_0_27,,,,,XX
106_23_4,106,23,4,0,0,,,,,,,,,107_23_4,,,,106_23_4,,,,,XX
107_0_27,107,0,27,0,0,,,,,,,,,108_0_27,,,,107_0_27,,,,,XX
107_23_4,107,23,4,0,0,,,,,,,,,108_23_4,,,,107_23_4,,,,,XX
108_0_27,108,0,27,0,0,,,,,,,,,109_0_27,,,,108_0_27,,,,,XX
108_23_4,108,23,4,0,0,,,,,,,,,109_23_4,,,,108_23_4,,,,,XX
109_0_27,109,0,27,0,0,,,,,,,,,110_0_27,,,,109_0_27,,,,,XX
109_23_4,109,23,4,0,0,,,,,,,,,110_23_4,,,,109_23_4,,,,,XX
110_0_27,110,0,27,0,0,,,,,,,,,111_0_27,,,,110_0_27,,,,,XX
110_23_4,110,23,4,0,0,,,,,,,,,111_23_4,,,,110_23_4,,,,,XX
111_0_27,111,0,27,0,0,,,,,,,,,112_0_27,,,,111_0_27,,,,,XX
111_23_4,111,23,4,0,0,,,,,,,,,112_23_4,,,,111_23_4,,,,,XX
112_0_27,112,0,27,0,0,,,,,,,,,113_0_27,,,,112_0_27,,,,,XX
112_23_4,112,23,4,0,0,,,,,,,,,113_23_4,,,,112_23_4,,,,,XX
113_0_27,113,0,27,0,0,,,,,,,,,114_0_27,,,,113_0_27,,,,,XX
113_23_4,113,23,4,0,0,,,,,,,,,114_23_4,,,,113_23_4,,,,,XX
114_0_27,114,0,27,0,0,,,,,,,,,115_0_27,,,,114_0_27,,,,,XX
114_23_4,114,23,4,0,0,,,,,,,,,115_23_4,,,,114_23_4,,,,,XX
115_0_27,115,0,27,0,0,,,,,,,,,116_0_27,,,,115_0_27,,,,,XX
115_23_4,115,23,4,0,0,,,,,,,,,116_23_4,,,,115_23_4,,,,,XX
116_0_27,116,0,27,0,0,,,,,,,,,117_0_27,,,,116_0_27,,,,,XX
116_23_4,116,23,4,0,0,,,,,,,,,117_23_4,,,,116_23_4,,,,,XX
117_0_27,117,0,27,0,0,,,,,,,,,118_0_27,,,,117_0_27,,,,,XX
117_23_4,117,23,4,0,0,,,,,,,,,118_23_4,,,,117_23_4,,,,,XX
118_0_27,118,0,27,0,0,,,,,,,,,119_0_27,,,,118_0_27,,,,,XX
118_23_4,118,23,4,0,0,,,,,,,,,119_23_4,,,,118_23_4,,,,,XX
119_0_27,119,0,27,0,0,,,,,,,,,120_0_27,,,,119_0_27,,,,,XX
119_23_4,119,23,4,0,0,,,,,,,,,120_23_4,,,,119_23_4,,,,,XX
120_0_27,120,0,27,0,0,,,,,,,,,121_0_27,,,,120_0_27,,,,,XX
120_23_4,120,23,4,0,0,,,,,,,,,121_23_4,,,,120_23_4,,,,,XX
121_0_27,121,0,27,0,0,,,,,,,,,122_0_27,,,,121_0_27,,,,,XX
121_23_4,121,23,4,0,0,,,,,,,,,122_23_4,,,,121_23_4,,,,,XX
122_0_27,122,0,27,0,0,,,,,,,,,123_0_27,,,,122_0_27,,,,,XX
122_23_4,122,23,4,0,0,,,,,,,,,123_23_4,,,,122_23_4,,,,,XX
123_0_27,123,0,27,0,0,,,,,,,,,124_0_27,,,,123_0_27,,,,,XX
123_23_4,123,23,4,0,0,,,,,,,,,124_23_4,,,,123_23_4,,,,,XX
124_0_27,124,0,27,0,0,,,,,,,,,125_0_27,,,,124_0_27,,,,,XX
124_23_4,124,23,4,0,0,,,,,,,,,125_23_4,,,,124_23_4,,,,,XX
125_0_27,125,0,27,0,0,,,,,,,,,126_0_27,,,,125_0_27,,,,,XX
125_23_4,125,23,4,0,0,,,,,,,,,126_23_4,,,,125_23_4,,,,,XX
126_0_27,126,0,27,0,0,,,,,,,,,127_0_27,,,,126_0_27,,,,,XX
126_23_4,126,23,4,0,0,,,,,,,,,127_23_4,,,,126_23_4,,,,,XX
127_0_27,127,0,27,0,0,,,,,,,,,128_0_27,,,,127_0_27,,,,,XX
127_23_4,127,23,4,0,0,,,,,,,,,128_23_4,,,,127_23_4,,,,,XX
128_0_27,128,0,27,0,0,,,,,,,,,129_0_27,,,,128_0_27,,,,,XX
128_23_4,128,23,4,0,0,,,,,,,,,129_23_4,,,,128_23_4,,,,,XX
129_0_27,129,0,27,0,0,,,,,,,,,130_0_27,,,,129_0_27,,,,,XX
129_23_4,129,23,4,0,0,,,,,,,,,130_23_4,,,,129_23_4,,,,,XX
130_0_27,130,0,27,0,0,,,,,,,,,131_0_27,,,,130_0_27,,,,,XX
130_23_4,130,23,4,0,0,,,,,,,,,131_23_4,,,,130_23_4,,,,,XX
131_0_27,131,0,27,0,0,,,,,,,,,132_0_27,,,,131_0_27,,,,,XX
131_23_4,131,23,4,0,0,,,,,,,,,132_23_4,,,,131_23_4,,,,,XX
132_0_27,132,0,27,0,0,,,,,,,,,133_0_27,,,,132_0_27,,,,,XX
132_23_4,132,23,4,0,0,,,,,,,,,133_23_4,,,,132_23_4,,,,,XX
133_0_27,133,0,27,0,0,,,,,,,,,134_0_27,,,,133_0_27,,,,,XX
133_23_4,133,23,4,0,0,,,,,,,,,134_23_4,,,,133_23_4,,,,,XX
134_0_27,134,0,27,0,0,,,,,,,,,135_0_27,,,,134_0_27,,,,,XX
134_23_4,134,23,4,0,0,,,,,,,,,135_23_4,,,,134_23_4,,,,,XX
135_0_27,135,0,27,0,0,,,,,,,,,136_0_27,,,,135_0_27,,,,,XX
135_23_4,135,23,4,0,0,,,,,,,,,136_23_4,,,,135_23_4,,,,,XX
136_0_27,136,0,27,0,0,,,,,,,,,137_0_27,,,,136_0_27,,,,,XX
136_23_4,136,23,4,0,0,,,,,,,,,137_23_4,,,,136_23_4,,,,,XX
137_0_27,137,0,27,0,0,,,,,,,,,138_0_27,,,,137_0_27,,,,,XX
137_23_4,137,23,4,0,0,,,,,,,,,138_23_4,,,,137_23_4,,,,,XX
138_0_27,138,0,27,0,0,,,,,,,,,139_0_27,,,,138_0_27,,,,,XX
138_23_4,138,23,4,0,0,,,,,,,,,139_23_4,,,,138_23_4,,,,,XX
139_0_27,139,0,27,0,0,,,,,,,,,140_0_27,,,,139_0_27,,,,,XX
139_23_4,139,23,4,0,0,,,,,,,,,140_23_4,,,,139_23_4,,,,,XX
140_0_27,140,0,27,0,0,,,,,,,,,141_0_27,,,,140_0_27,,,,,XX
140_23_4,140,23,4,0,0,,,,,,,,,141_23_4,,,,140_23_4,,,,,XX
141_0_27,141,0,27,0,0,,,,,,,,,142_0_27,,,,141_0_27,,,,,XX
141_23_4,141,23,4,0,0,,,,,,,,,142_23_4,,,,141_23_4,,,,,XX
142_0_27,142,0,27,0,0,,,,,,,,,143_0_27,,,,142_0_27,,,,,XX
142_23_4,142,23,4,0,0,,,,,,,,,143_23_4,,,,142_23_4,,,,,XX
143_0_27,143,0,27,0,0,,,,,,,,,144_0_27,,,,143_0_27,,,,,XX
143_23_4,143,23,4,0,0,,,,,,,,,144_23_4,,,,143_23_4,,,,,XX
144_0_27,144,0,27,0,0,,,,,,,,,145_0_27,,,,144_0_27,,,,,XX
144_23_4,144,23,4,0,0,,,,,,,,,145_23_4,,,,144_23_4,,,,,XX
145_0_27,145,0,27,0,0,,,,,,,,,146_0_27,,,,145_0_27,,,,,XX
145_23_4,145,23,4,0,0,,,,,,,,,146_23_4,,,,145_23_4,,,,,XX
146_0_27,146,0,27,0,0,,,,,,,,,147_0_27,,,,146_0_27,,,,,XX
146_23_4,146,23,4,0,0,,,,,,,,,147_23_4,,,,146_23_4,,,,,XX
147_0_27,147,0,27,0,0,,,,,,,,,148_0_27,,,,147_0_27,,,,,XX
147_23_4,147,23,4,0,0,,,,,,,,,148_23_4,,,,147_23_4,,,,,XX
148_0_27,148,0,27,0,0,,,,,,,,,149_0_27,,,,148_0_27,,,,,XX
148_23_4,148,23,4,0,0,,,,,,,,,149_23_4,,,,148_23_4,,,,,XX
149_0_27,149,0,27,0,0,,,,,,,,,150_0_27,,,,149_0_27,,,,,XX
149_23_4,149,23,4,0,0,,,,,,,,,150_23_4,,,,149_23_4,,,,,XX
150_0_27,150,0,27,0,0,,,,,,,,,151_0_27,,,,150_0_27,,,,,XX
150_23_4,150,23,4,0,0,,,,,,,,,151_23_4,,,,150_23_4,,,,,XX
151_0_27,151,0,27,0,0,,,,,,,,,152_0_27,,,,151_0_27,,,,,XX
151_23_4,151,23,4,0,0,,,,,,,,,152_23_4,,,,151_23_4,,,,,XX
152_0_27,152,0,27,0,0,,,,,,,,,,,,,152_0_27,,,,,XX
152_23_4,152,23,4,0,0,,,,,,,,,,,,,152_23_4,,,,,XX
0_18_10,0,18,10,0,0,,,,,,,,,,,,,0_18_10,,,,,XX
0_19_9,0,19,9,0,0,,,,,,,,,,,,,0_19_9,,,,,XX
0_23_5,0,23,5,0,0,,,,,,0_26_6,,,,,,,0_23_5,,,,,XX
0_24_4,0,24,4,0,0,,0_24_5,,0_25_5,,,,,,,,,0_24_4,,,,,XX
2_1_27,2,1,27,0,0,,,,,,,,,,3_0_26,,,2_1_27,,,,,XX
2_18_10,2,18,10,0,0,,,,2_19_11,,2_21_11,,,3_18_10,3_17_9,,,2_18_10,,,,,XX
2_19_9,2,19,9,0,0,,2_19_10,,2_20_10,,,,,,3_18_8,,,2_19_9,,,,,XX
3_18_10,3,18,10,0,0,,,,3_19_11,,,,,4_18_10,,,0_17_9,3_18_10,,,,,XX
3_19_9,3,19,9,0,0,,,,3_20_10,,,,,4_19_9,5_17_8,,0_18_8,3_19_9,,,,,XX
4_3_25,4,3,25,0,0,,,,,,,,,,7_0_24,,,4_3_25,,,,,XX
4_18_10,4,18,10,0,0,,,,4_19_11,,,,,5_18_10,,,,4_18_10,,,,,XX
4_19_9,4,19,9,0,0,,,,4_20_10_0,,,,,,,,,4_19_9,,,,,XX
4_23_5,4,23,5,0,0,,4_23_6_0;4_23_6_1,,4_24_6,,4_26_6_1;4_26_6_2,,4_30_6,5_23_5,7_20_4,,,4_23_5,,,,,XX
5_18_10,5,18,10,0,0,,,,5_19_11,,,,,6_18_10,,,,5_18_10,,,,,XX
5_19_9,5,19,9,0,0,,5_19_10,,5_20_10,,5_22_10,,,6_19_9,9_15_8,2_20_11,0_16_8,5_19_9,,,,,XX
5_23_5,5,23,5,0,0,,5_23_6,,5_24_6,,5_26_6_0;5_26_6_1,,5_30_6,6_23_5_2,,2_24_7,0_20_4,5_23_5,,,,,XX
6_5_23,6,5,23,0,0,,6_5_24,,,,,,,,11_0_22,,,6_5_23,,,,,XX
6_18_10,6,18,10,0,0,,,,6_19_11,,,,,7_18_10,,,,6_18_10,,,,,XX
6_19_9,6,19,9,0,0,,6_19_10,,6_20_10,,6_22_10,,,7_19_9,,,,6_19_9,,,,,XX
6_20_8,6,20,8,0,0,,6_20_9,,,,,,,,11_15_7,,,6_20_8,,,,,XX
6_22_6,6,22,6,0,0,,,,,,6_25_7_0,,,,11_17_5,,,6_22_6,,,,,XX
6_23_5_0,6,23,5,0,0,,,,,,,,6_30_6,,11_18_4_1,,,6_23_5_0,,,,,XX
6_23_5_1,6,23,5,0,0,,6_23_6_0,,6_24_6,,6_26_6_0,,,,11_18_4_0;11_18_4_1,,,6_23_5_1,,,,,XX
6_23_5_2,6,23,5,0,0,,6_23_6_1,,,,6_26_6_1,,,7_23_5_1,,,,6_23_5_2,,,,,XX
6_24_4,6,24,4,0,0,,,,6_25_5_1,,6_27_5,,,7_24_4,11_19_3,,,6_24_4,,,,,XX
7_18_10,7,18,10,0,0,,,,7_19_11,,,,,8_18_10,,,,7_18_10,,,,,XX
7_19_9,7,19,9,0,0,,7_19_10,,,,7_22_10,,,8_19_9,,,,7_19_9,,,,,XX
7_23_5_0,7,23,5,0,0,,,,,,7_26_6_0,,,8_23_5_0,,,0_18_4,7_23_5_0,,,,,XX
7_23_5_1,7,23,5,0,0,,7_23_6,,,,7_26_6_1,,,8_23_5_1,,,,7_23_5_1,,,,,XX
7_24_4,7,24,4,0,0,,,,7_25_5_1,,7_27_5,,,8_24_4_1,,,0_19_3,7_24_4,,,,,XX
8_7_21,8,7,21,0,0,,8_7_22,,,,,,,,15_0_20,,,8_7_21,,,,,XX
8_18_10,8,18,10,0,0,,,,8_19_11,,,,,9_18_10,,,,8_18_10,,,,,XX
8_19_9,8,19,9,0,0,,8_19_10,,,,8_22_10,,,9_19_9,,,,8_19_9,,,,,XX
8_22_6_0,8,22,6,0,0,,8_22_7_0;8_22_7_1,,,,,,8_29_7_0,,15_15_5_0;15_15_5_1,,,8_22_6_0,,,,,XX
8_22_6_1,8,22,6,0,0,,,,,,,,,9_22_6_0,15_15_5_0,,,8_22_6_1,,,,,XX
8_23_5_0,8,23,5,0,0,,,,,,8_26_6_0,,,9_23_5_0,,,,8_23_5_0,,,,,XX
8_23_5_1,8,23,5,0,0,,8_23_6,,,,8_26_6_1,,,9_23_5_1,,,,8_23_5_1,,,,,XX
8_24_4_0,8,24,4,0,0,,,,8_25_5_0;8_25_5_2,,,,8_31_5,9_24_4_0,15_17_3,,,8_24_4_0,,,,,XX
8_24_4_1,8,24,4,0,0,,,,8_25_5_3,,8_27_5_0,,,9_24_4_1,,,,8_24_4_1,,,,,XX
8_25_3,8,25,3,0,0,,8_25_4_0;8_25_4_2,,,,8_28_4,,8_32_4,9_25_3,15_18_2,,,8_25_3,,,,8_24_7,XX
9_18_10,9,18,10,0,0,,,,9_19_11,,,,,10_18_10,,4_21_12,,9_18_10,,,,,XX
9_19_9,9,19,9,0,0,,9_19_10,,,,9_22_10,,,10_19_9,,4_22_11,,9_19_9,,,,,XX
9_22_6_0,9,22,6,0,0,,,,,,,,,,,4_25_8_1,0_15_5,9_22_6_0,,,,,XX
9_22_6_1,9,22,6,0,0,,9_22_7,,,,,,9_29_7,10_22_6,,4_25_8_0,,9_22_6_1,,,,,XX
9_23_5_0,9,23,5,0,0,,,,,,9_26_6_0,,,,,4_26_7_1,,9_23_5_0,,,,,XX
9_23_5_1,9,23,5,0,0,,9_23_6,,,,9_26_6_1,,,10_23_5,,4_26_7_0,,9_23_5_1,,,,,XX
9_24_4_0,9,24,4,0,0,,,,9_25_5_0,,,,9_31_5,,,4_27_6_1,0_17_3,9_24_4_0,,,,,XX
9_24_4_1,9,24,4,0,0,,,,9_25_5_1,,9_27_5_0,,,10_24_4,,4_27_6_0,,9_24_4_1,,,,,XX
9_25_3,9,25,3,0,0,,9_25_4_0,,,,9_28_4,,9_32_4,10_25_3,,4_28_5_0,0_18_2,9_25_3,,,,,XX
10_9_19,10,9,19,0,0,,10_9_20,,,,,,,,19_0_18,,,10_9_19,,,,,XX
10_18_10,10,18,10,0,0,,,,10_19_11,,,,,11_18_10,,,,10_18_10,,,,,XX
10_19_9,10,19,9,0,0,,10_19_10,,,,10_22_10,,,11_19_9,,,,10_19_9,,,,,XX
10_20_8,10,20,8,0,0,,,,,,,,,,19_11_7,,,10_20_8,,,,,XX
10_22_6,10,22,6,0,0,,10_22_7,,,,,,,11_22_6,,,,10_22_6,,,,,XX
10_23_5,10,23,5,0,0,,10_23_6_1,,,,10_26_6_1,,,11_23_5,,,,10_23_5,,,,,XX
10_24_4,10,24,4,0,0,,,,10_25_5,,,,,11_24_4,,,,10_24_4,,,,,XX
10_25_3,10,25,3,0,0,,10_25_4_0,,,,10_28_4,,10_32_4,11_25_3,,,,10_25_3,,,,,XX
11_18_10,11,18,10,0,0,,,,11_19_11,,,,,12_18_10,,,,11_18_10,,,,,XX
11_19_9,11,19,9,0,0,,11_19_10,,,,11_22_10,,,12_19_9,,,,11_19_9,,,,,XX
11_22_6,11,22,6,0,0,,11_22_7,,,,,,,12_22_6,,,,11_22_6,,,,,XX
11_23_5,11,23,5,0,0,,11_23_6,,,,11_26_6,,,12_23_5,,,,11_23_5,,,,,XX
11_24_4,11,24,4,0,0,,,,11_25_5_1,,,,,12_24_4,,5_28_6,,11_24_4,,,,,XX
11_25_3,11,25,3,0,0,,,,,,11_28_4,,11_32_4,,,5_29_5,,11_25_3,,,,,XX
12_11_17,12,11,17,0,0,,12_11_18,,,,,,,,23_0_16,,,12_11_17,,,,,XX
12_18_10,12,18,10,0,0,,,,12_19_11,,,,,13_18_10,,,,12_18_10,,,,,XX
12_19_9,12,19,9,0,0,,12_19_10,,,,12_22_10,,,13_19_9,,,,12_19_9,,,,,XX
12_21_7,12,21,7,0,0,,,,12_22_8_0,,,,,13_21_7,23_10_6,,,12_21_7,,,,,XX
12_22_6,12,22,6,0,0,,12_22_7_1,,,,,,,13_22_6,,,,12_22_6,,,,,XX
12_23_5,12,23,5,0,0,,12_23_6,,,,12_26_6_2,,,13_23_5,,,,12_23_5,,,,,XX
12_24_4,12,24,4,0,0,,,,12_25_5,,,,,13_24_4,,,,12_24_4,,,,,XX
12_25_3,12,25,3,0,0,,12_25_4_0;12_25_4_1,,12_26_4,,,,12_32_4,13_25_3,23_14_2,,,12_25_3,,,,,XX
13_18_10,13,18,10,0,0,,,,13_19_11,,,,,14_18_10,,,,13_18_10,,,,,XX
13_19_9,13,19,9,0,0,,13_19_10,,,,,,,14_19_9,,6_24_11_0,,13_19_9,,,,,XX
13_21_7,13,21,7,0,0,,,,,,,,,,,6_26_9,0_10_6,13_21_7,,,,,XX
13_22_6,13,22,6,0,0,,13_22_7,,,,,,,14_22_6,,6_27_8_0,,13_22_6,,,,,XX
13_23_5,13,23,5,0,0,,13_23_6,,,,13_26_6_1,,,14_23_5,,6_28_7_0,,13_23_5,,,,,XX
13_24_4,13,24,4,0,0,,,,13_25_5,,,,,14_24_4,,,,13_24_4,,,,,XX
13_25_3,13,25,3,0,0,,13_25_4,,13_26_4,,,,13_32_4,14_25_3,,6_30_5_0,0_14_2,13_25_3,,,,,XX
14_13_15,14,13,15,0,0,,14_13_16,,,,,,,,27_0_14,,,14_13_15,,,,,XX
14_18_10,14,18,10,0,0,,,,14_19_11,,,,,15_18_10,,,,14_18_10,,,,,XX
14_19_9,14,19,9,0,0,,14_19_10,,,,,,,15_19_9,,,,14_19_9,,,,,XX
14_22_6,14,22,6,0,0,,14_22_7,,,,,,,15_22_6,,,,14_22_6,,,,,XX
14_23_5,14,23,5,0,0,,14_23_6,,,,14_26_6,,,15_23_5_1,,,,14_23_5,,,,,XX
14_24_4,14,24,4,0,0,,,,14_25_5,,,,,15_24_4,,,,14_24_4,,,,,XX
14_25_3,14,25,3,0,0,,14_25_4,,,,,,14_32_4_0,15_25_3,,,,14_25_3,,,,,XX
15_18_10,15,18,10,0,0,,,,15_19_11,,,,,16_18_10,,,,15_18_10,,,,,XX
15_19_9,15,19,9,0,0,,15_19_10,,,,,,,16_19_9,,,,15_19_9,,,,,XX
15_22_6,15,22,6,0,0,,,,,,,,,16_22_6,,,,15_22_6,,,,,XX
15_23_5_0,15,23,5,0,0,,,,15_24_6,,,,,16_23_5_0,29_9_4,,0_10_4,15_23_5_0,,,,,XX
15_23_5_1,15,23,5,0,0,,15_23_6,,,,15_26_6,,,16_23_5_1,,,,15_23_5_1,,,,,XX
15_24_4,15,24,4,0,0,,,,15_25_5,,,,,16_24_4_1,,,,15_24_4,,,,,XX
15_25_3,15,25,3,0,0,,15_25_4,,,,,,15_32_4_0,16_25_3,,,,15_25_3,,,,,XX
16_15_13,16,15,13,0,0,,16_15_14,,,,,,,,31_0_12,,,16_15_13,,,,,XX
16_18_10,16,18,10,0,0,,,,16_19_11,,,,,17_18_10,,,,16_18_10,,,,,XX
16_19_9,16,19,9,0,0,,16_19_10,,,,,,,17_19_9,,,,16_19_9,,,,,XX
16_22_6,16,22,6,0,0,,,,,,,,,,,,,16_22_6,,,,,XX
16_23_5_0,16,23,5,0,0,,,,16_24_6_0,,,,,,,,,16_23_5_0,,,,,XX
16_23_5_1,16,23,5,0,0,,16_23_6,,,,16_26_6_1,,,17_23_5,,,,16_23_5_1,,,,,XX
16_24_4_0,16,24,4,0,0,,,,16_25_5,,,,,17_24_4_0,31_9_3,,,16_24_4_0,,,,,XX
16_24_4_1,16,24,4,0,0,,,,16_25_5,,,,,17_24_4_1,,,,16_24_4_1,,,,,XX
16_25_3,16,25,3,0,0,,16_25_4,,,,,,16_32_4_1,17_25_3,,,,16_25_3,,,,,XX
17_18_10,17,18,10,0,0,,,,17_19_11,,,,,18_18_10,,8_25_12_0,,17_18_10,,,,,XX
17_19_9,17,19,9,0,0,,17_19_10,,,,,,,18_19_9,,8_26_11_0,,17_19_9,,,,,XX
17_23_5,17,23,5,0,0,,17_23_6,,,,17_26_6_1,,,18_23_5,,8_30_7_0,,17_23_5,,,,,XX
17_24_4_0,17,24,4,0,0,,,,17_25_5,,,,,,,8_31_6_0;8_31_6_1,0_9_3_1,17_24_4_0,,,,,XX
17_24_4_1,17,24,4,0,0,,,,17_25_5,,,,,18_24_4_1,,8_31_6_0,,17_24_4_1,,,,,XX
17_25_3,17,25,3,0,0,,17_25_4,,,,,,17_32_4_1,18_25_3,,8_32_5_0,,17_25_3,,,,,XX
18_17_11,18,17,11,0,0,,18_17_12,,,,,,,,35_0_10,,,18_17_11,,,,,XX
